category_id,category_name,group,sport
Z2lkOi8vaHMzL0NhdGVnb3J5LzIxNQ,Team stolen bases,uncategorized,Baseball
Z2lkOi8vaHMzL0NhdGVnb3J5LzIxNg,Team strikeouts,uncategorized,Baseball
Z2lkOi8vaHMzL0NhdGVnb3J5LzIxNw,Team batter walks,uncategorized,Baseball
Z2lkOi8vaHMzL0NhdGVnb3J5LzIxOA,Team first hit,uncategorized,Baseball
Z2lkOi8vaHMzL0NhdGVnb3J5LzIxOQ,Team first run,uncategorized,Baseball
Z2lkOi8vaHMzL0NhdGVnb3J5LzIyMA,Team first rbi,uncategorized,Baseball
Z2lkOi8vaHMzL0NhdGVnb3J5LzIyMQ,Team first home run,uncategorized,Baseball
Z2lkOi8vaHMzL0NhdGVnb3J5LzE2Nw,Strikeouts,pitchers,Baseball
Z2lkOi8vaHMzL0NhdGVnb3J5LzE3MQ,Triples,batters,Baseball
Z2lkOi8vaHMzL0NhdGVnb3J5LzE3Ng,Earned runs,pitchers,Baseball
Z2lkOi8vaHMzL0NhdGVnb3J5LzE4Mg,Walks,pitchers,Baseball
Z2lkOi8vaHMzL0NhdGVnb3J5LzE4OA,First strikeout,pitchers,Baseball
Z2lkOi8vaHMzL0NhdGVnb3J5LzIyMg,Moneyline,uncategorized,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIyMw,Totals,uncategorized,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIyNA,Spread,uncategorized,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIyNQ,Shots,skaters,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIyNw,Assists,skaters,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIyOA,Blocked shots,skaters,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIyOQ,Win,goalies,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIzMA,Goals against,goalies,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIzMQ,Saves,goalies,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIzMg,Shutouts,goalies,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIzMw,Powerplay points,skaters,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIzNA,Plus minus,skaters,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIzNQ,Points,skaters,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIzNg,First goal scorer,skaters,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIzNw,Last goal scorer,skaters,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIzOA,Faceoffs won,skaters,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIzOQ,Hits,skaters,Ice Hockey
Z2lkOi8vaHMzL0NhdGVnb3J5LzIyNg,Goals,skaters,Ice Hockey
